text,labels
跟另一半對未來規劃完全不同，不知道該不該繼續，很迷惘,愛情;決斷;智慧;情感守護
最近很想養一隻鸚鵡，但又怕牠太吵，很猶豫,決斷;勇氣;寵物
希望能改善自己的拖延症，不要再被死線追著跑,專注;決斷;勇氣;效率
跟另一半的感情太平淡，感覺像溫開水，沒有味道,愛情;熱情;情感守護;創意
看到可愛的倉鼠影片，就覺得一天的煩惱都忘了,療癒;寵物;放鬆;正能量
希望我的個人品牌能順利建立起來，接到第一個合作案,事業;開運;招財;財富;專注
在團隊裡覺得自己很沒用，很難融入大家，想換個環境,事業;自信;人際;表達;魅力;決斷
最近很想找人算命，看看我命裡帶不帶財,直覺;智慧;開運;決斷;財富
希望能改善長期駝背導致的體態問題，讓自己更有自信,健康;魅力;自信;療癒
跟另一半的家人吃飯，壓力好大，都不知道要聊什麼，像在面試,家庭;人際;溝通;協調;舒壓
想學會一項可以在家工作的技能，實現遠距辦公的夢想,學習;事業;招財;財富
最近常常因為一些雞毛蒜皮的小事就跟另一半吵架，覺得很疲憊,愛情;情感守護;穩定情緒;溝通;療癒
想辦一張最適合網購的信用卡，但被各種回饋規則搞得很混亂,智慧;決斷;財富;招財
覺得自己的穿搭很普通，想學習怎麼穿得有記憶點,魅力;自信;學習;創意
希望能提升自己的睡眠品質，不要再失眠，每天精神飽滿地迎接挑戰,睡眠;助眠;安神;身心平衡;活力
在工作上遇到一個很愛推卸責任的同事，每天都很火大,事業;人際;防小人;舒壓;穩定情緒
想讓自己的房間更有風格，更有安全感，像自己的避風港,創意;魅力;家庭;安心;保護
希望能提升自己的聊天技巧，在社交場合不再尷尬，能跟任何人聊天,社交;口才;魅力;人氣
覺得自己的反應太慢，玩快節奏的遊戲都跟不上，常常拖累隊友,智慧;清晰;邏輯;社交
想跟朋友一起去露營，圍著營火聊天，享受大自然,休閒;放鬆;人際;療癒;平靜
希望我偶像能身體健康，吃好睡好，不要太累,心想事成;保平安;健康;情感守護
最近天氣又悶又熱，整個人都昏昏沉沉的，提不起精神,舒壓;穩定情緒;療癒;健康;活力
覺得自己的薪水根本不夠用，想跟老闆要求加薪但又不敢開口，怕被拒絕,事業;財富;勇氣;口才;溝通
想學會看懂財經趨勢，為自己的投資鋪路，做出更明智的決定,學習;智慧;財富;決斷;洞察力
跟另一半對未來沒有共識，不知道該不該分手，很痛苦,愛情;決斷;智慧;情感守護;療癒
最近很想養一隻柯基，但又怕牠太活潑我管不住，很猶豫,決斷;勇氣;寵物;健康
希望能改善自己的拖延症，不再被DDL追著跑，活在焦慮之中,專注;決斷;勇氣;效率;抗焦慮
跟另一半的感情太平淡，感覺像溫水煮青蛙，沒有激情，想做出改變,愛情;熱情;情感守護;創意;決斷
看到可愛的柴犬影片，就覺得一天的壞心情都不見了，超療癒,療癒;寵物;放鬆;正能量
希望我的個人品牌能快點變現，接到第一個業配,事業;開運;招財;財富;專注
在團隊裡覺得自己很沒用，很難融入，想離職，換個新環境,事業;自信;人際;表達;魅力;決斷
X的，好想中一次樂透直接辭職,偏財;開運;事業;財富;決斷
跟曖昧對象聊到一半，他突然說要去睡了，是不是沒戲了？,愛情;桃花;溝通;抗焦慮
我朋友都說我太挑了，才會一直母單到現在,愛情;姻緣;人際;決斷
明天要第一次跟網友見面，好緊張，我怕我照騙,自信;魅力;抗焦慮;保平安
大家都是怎麼認識另一半的？出社會後好難,愛情;桃花;人際;社交
工作很閒但薪水低，跟工作很操但薪水高，大家會怎麼選？,事業;決斷;財富;身心平衡
交往之後發現對方是媽寶，該逃嗎？,愛情;決斷;保護;家庭
另一半都不發我們的合照，是不是在養魚？,愛情;情感守護;安心;洞察力
好不容易存了點錢，結果手機一壞就噴光了,財富;聚財;穩財;療癒
每次家族聚會都在問薪水跟感情，壓力好大,家庭;人際;舒壓;抗焦慮;保護
25歲了還沒出過國，會很奇怪嗎？,自信;休閒;財富
室友的衛生習慣有夠差，已經溝通無數次了,人際;家庭;溝通;協調;舒壓
每天都在想要吃什麼，想到心累,療癒;決斷;健康;舒壓
新來的同事好像是個天兵，快被他搞瘋,事業;人際;防小人;穩定情緒
看到前任在IG曬新歡，心裡還是酸酸的,放下;療癒;情感守護
最近很迷Threads上的廢文，笑到不行,放鬆;療癒
希望期末專題的組員不要再潛水了，拜託,事業;人際;貴人;保平安;協調
覺得自己的工作一直在打雜，學不到東西，好迷惘,事業;學習;智慧;決斷;療癒
想買一台Switch，但又覺得好貴，好猶豫,決斷;財富;休閒
跟另一半為了「錢」吵架，真的好傷感情,愛情;財富;溝通;協調;情感守護
最近很想一個人去旅行，但又有點害怕,勇氣;決斷;保平安;社交
在交友軟體上滑到認識的人，超尷尬,社交;人際
覺得自己的工作沒什麼前景，每天都在等下班,事業;熱情;活力;決斷;勇氣
想跟老闆提離職，但話到嘴邊又說不出口,事業;勇氣;決斷;溝通
跟另一半同居後，才發現幻想跟現實差好多,愛情;情感守護;家庭;溝通;協調
看到Dcard一堆人財富自由，而我還在為生活掙扎,事業;財富;自信;抗焦慮;療癒
最近迷上玩手遊，希望能抽到想要的角色,休閒;開運;偏財
覺得自己的個性太軟，常常被人佔便宜,勇氣;保護;決斷;自信
爸媽的健康最近亮紅燈，有點擔心,家庭;健康;保平安;安心
跟曖昧對象出去，他竟然AA制到個位數，是不是該下船了？,愛情;桃花;決斷;洞察力;保護
最近對人生感到很迷惘，不知道自己到底想要什麼,智慧;事業;決斷;療癒
工作上犯了個低級錯誤，很怕被同事笑,事業;安心;保平安;保護;抗焦慮
想學會煮菜，至少讓自己吃得健康一點,學習;健康;智慧;創意
跟朋友的友情好像變質了，不知道怎麼辦,人際;情感守護;溝通;療癒
最近看了一部很致鬱的電影，整個人都不好了,療癒;平靜;放下;穩定情緒
想買一台二手車，但又怕被騙，買到事故車,決斷;保護;洞察力;開運;保平安
覺得自己的拖延症沒救了，事情都堆到最後一刻,專注;決斷;勇氣;效率
跟另一半的感情很穩定，但感覺缺少了戀愛的感覺,愛情;熱情;情感守護;創意
看到可愛的寵物，就覺得一天的鳥事都沒了,療癒;寵物;放鬆;正能量
希望我的副業能順利，為自己增加收入,事業;開運;招財;財富;專注
在團隊裡覺得自己像個外人，很難融入,事業;自信;人際;表達;魅力
最近很想算命，看看我的人生到底有什麼問題,直覺;智慧;開運;決斷
希望能改善長期熬夜造成的黑眼圈,健康;療癒;魅力
跟另一半的家人頻率對不上，每次見面都好累,家庭;人際;溝通;協調;舒壓
想學會一項可以在家接案的技能，增加安全感,學習;事業;招財;財富;安心
最近常常因為一些小事就跟另一半冷戰，覺得好煩,愛情;情感守護;穩定情緒;溝通
為什麼我總是遇到媽寶男？,愛情;桃花;姻緣;保護;洞察力
要怎麼做才能讓我的履歷被HR看見？,事業;貴人緣;開運
我的錢包就像破了洞一樣，怎麼辦？,聚財;穩財;財富
如何才能讓自己說話更有趣，而不是一直尬聊？,社交;口才;魅力;人際
要怎麼面對職場上的流言蜚語？,保護;防小人;穩定情緒;人際
如何才能在愛情中保持自我，不過度依賴？,愛情;情感守護;自信;理性;智慧
為什麼我總是吸引到只想曖昧的對象？,桃花;姻緣;保護;洞察力;療癒
要怎麼做才能讓自己更有動力去運動？,活力;熱情;健康;決斷;勇氣
如何才能有效地管理自己的時間？,效率;專注;智慧;事業
為什麼我總是對另一半疑神疑鬼？,愛情;情感守護;安心;穩定情緒;療癒
如何才能提升自己的金錢觀？,財富;智慧;學習;聚財
要怎麼做才能讓自己更有氣場？,魅力;自信;正能量;保護
如何才能有效地淨化空間能量？,淨化;穩定磁場;消除負能量
要怎麼睡才能快速入眠，不再數羊？,睡眠;助眠;安神;放鬆
如何才能開啟自己的潛能，找到天賦？,智慧;學習;悟性;事業
要怎麼做才能更有決心，堅持到底？,決斷;勇氣;專注;信心
如何才能達到工作與生活的完美平衡？,身心平衡;健康;事業;舒壓
要怎麼樣才能吸引源源不絕的正能量？,正能量;開運;魅力;心想事成
如何才能在我的人際圈中，吸引到能幫助我的貴人？,貴人;貴人緣;開運;人際;社交
要怎麼訓練自己的口才，讓說話更有邏輯？,口才;表達;溝通;學習;邏輯
如何增加中獎或抽獎的機率？,偏財;開運
要怎麼激發自己的想像力？,創意;靈感;智慧
如何才能有效地存錢，擺脫月光族的命運？,聚財;穩財;財富;智慧;決斷
怎麼讓自己的邏輯更嚴謹，思考更周密？,邏輯;清晰;智慧
要怎麼做才能有效增強記憶力？,記憶力;專注;健康;學習
如何才能獲得內心的長久平靜，而不是短暫的快樂？,平靜;靜心;安心;療癒;放下;智慧
要怎麼做才能徹底放下過去，迎接新的開始？,療癒;放下;淨化;情感守護;勇氣
如何促進身體的血液循環？,血液循環;健康
怎麼做才能提升免疫力，換季不再感冒？,免疫力;健康
如何為家裡帶來好運與平安？,開運;保平安;家庭;淨化;穩定磁場
要怎麼讓自己每天都精力充沛？,活力;生命力;熱情;健康;正能量
如何訓練自己的洞察力，在投資中做出正確判斷？,洞察力;直覺;智慧;保護;財富
要怎麼提升自己的直覺，讓第六感更準？,直覺;智慧;決斷
如何才能在創作時，靈感如泉湧？,靈感;創意;專注;智慧
冥想的時候，腦袋一直有聲音是正常的嗎？,冥想;靜心;專注;智慧;抗焦慮
要如何提升自己的悟性，更快學會新事物？,悟性;智慧;學習
如何改善血液循環，讓冬天不再手腳冰冷？,血液循環;健康;女性調理;魅力
要怎麼對一成不-變的生活重拾熱情？,熱情;活力;正能量;療癒;創意
如何平衡自身的陰陽能量？,平衡氣場;身心平衡;穩定磁場;淨化
如何才能提升懷孕的機率？,好孕;生育力;女性調理;健康;保平安
怎麼提升自己的生育能力？,生育力;好孕;健康
如何感受月亮能量的溫柔力量？,月亮能量;女性調理;平靜;冥想
最近總是睡不好，是壓力太大了嗎？,睡眠;助眠;舒壓;抗焦慮
朋友最近好像在疏遠我，不知道是不是我做錯了什麼,人際;溝通;情感守護;安心;療癒
想開始寫自己的部落格，但不知道該寫什麼主題大家才會有興趣,創意;靈感;事業;人氣;自信
最近一直掉頭髮，是不是壓力太大了？,健康;舒壓;抗焦慮;療癒
終於存到第一桶金了，下一步該怎麼規劃？買股還是買房？,財富;決斷;智慧;事業;開運
如果當初選了另一條路，現在會不會不一樣？,療癒;放下;智慧;決斷
最近常被已讀不回，是不是該換個方式跟人聊天？,溝通;人際;社交;愛情
明明很努力運動了，體重卻一直沒降，好挫折,健康;決斷;勇氣;療癒;舒壓
家裡的貓會亂尿尿，有什麼方法可以教牠嗎？,寵物;溝通;協調;智慧
看到一篇很棒的影評，也想培養自己的論述能力,學習;智慧;表達;口才
覺得自己的工作很沒意義，每天都在懷疑人生,事業;熱情;活力;療癒;智慧
想學會畫畫，但不知道從何開始，需要一點指引,學習;創意;靈感;專注;決斷
跟另一半的價值觀差太多，覺得好累,愛情;情感守護;溝通;協調;療癒
要怎麼拒絕朋友的直銷，才不會傷感情？,人際;溝通;決斷;勇氣;保護
最近迷上玩《薩爾達傳說》，希望能順利救出公主,休閒;開運;保平安
覺得自己的穿搭一成不變，想找尋自己的風格,魅力;自信;創意;學習
希望能提升自己的睡眠品質，不再整晚做夢,睡眠;助眠;安神;身心平衡
在工作上被資遣了，對未來感到很迷惘,事業;療癒;自信;勇氣;開運
想戒掉宵夜的習慣，但肚子餓真的好難忍,決斷;勇氣;健康
跟曖昧對象的關係停滯不前，該不該主動出擊？,愛情;桃花;決斷;勇氣;表達
最近很想一個人去露營，親近大自然,放鬆;平靜;靜心;療癒;勇氣
新專案的組員都很雷，感覺要完蛋了,事業;防小人;人際;溝通;協調
在社群上看到大家都在過得很充實，只有我停在原地,抗焦慮;自信;療癒;事業;正能量
想幫長輩辦智慧型手機，但教到心好累,家庭;溝通;協調;耐心
看到前任的動態，還是會忍不住點進去看,放下;療癒;情感守護
最近很想學滑板，但又怕摔倒會很痛,學習;勇氣;保平安;健康
希望能提升自己的簡報技巧，讓提案更有說服力,口才;表達;自信;事業;智慧
覺得自己的工作一直被取代性很高，沒有安全感,事業;學習;智慧;安心;抗焦慮
想買一台相機，記錄生活中的美好瞬間,創意;學習;決斷;財富
跟另一半約會都不知道要幹嘛，感覺沒新鮮感了,愛情;創意;熱情;情感守護
最近很想家，想念家鄉的味道,家庭;療癒;安心;放鬆
覺得自己的肝指數不太好，需要好好排毒,健康;淨化;療癒;新陳代謝
希望能提升自己的文筆，寫出能感動人心的故事,表達;智慧;創意;學習;靈感
跟同事的政治立場南轅北轍，不知道怎麼相處,人際;溝通;協調;智慧
想讓自己的心態更穩定，不要因為一點小事就爆炸,穩定情緒;保護;平靜;自信;冷靜
寵物最近一直挑食，有點擔心牠的健康,寵物;健康;安心
希望能提升自己的幽默感，成為一個有趣又有梗的人,社交;口才;魅力;人氣
覺得自己的生活太單調了，想找點刺激好玩的事,勇氣;活力;熱情;創意;休閒
想讓自己的心更堅強，面對網路上的酸言酸語能一笑置之,勇氣;保護;穩定情緒;自信;放下
希望能提升自己的外語口說能力，出國玩不再比手畫腳,學習;溝通;表達;自信;勇氣
覺得自己的世界觀很狹隘，想多認識不同文化背景的人,智慧;學習;社交;人際
想讓自己的心態保持年輕，對世界永遠充滿好奇,活力;熱情;智慧;學習
希望能順利通過這次的升等考試,開運;保平安;專注;智慧;事業
覺得自己書讀得太少，知識儲備不夠,學習;智慧
想讓自己的聲音更好聽，去報名聲音訓練課,魅力;表達;自信;學習
希望我的寵物能健健康康，一直陪著我,情感守護;健康;保平安;寵物
覺得自己的付出跟薪水不成正比，很不爽,療癒;舒壓;事業;正能量;財富
希望能更有效地管理人脈，而不是只會點讚,人際;社交;事業;貴人
想讓自己的生活更有儀式感，不再過得那麼隨便,平靜;靜心;身心平衡;創意
希望在藝術創作上能找到屬於自己的語言,靈感;創意;智慧;事業;自信
希望能順利撐過這次的財務難關,保平安;勇氣;開運;保護;財富
想讓自己的家更有歸屬感，一回去就覺得很安心,家庭;安心;情感守護;放鬆;療癒
覺得自己的世界觀太狹隘，想透過看電影來拓展,智慧;學習
想讓自己的廚藝更上一層樓，挑戰異國料理,智慧;創意;學習
希望這次的告白能成功，至少不要尷尬,愛情;桃花;勇氣;姻緣;保平安
覺得自己很容易受傷，內心太敏感，該怎麼辦？,勇氣;穩定情緒;保護;療癒
想讓自己的直覺更敏銳，判斷事情能更準確,直覺;決斷;智慧
希望能提升自己的運動表現，在球場上更有主宰力,健康;活力;開運;自信
想讓自己的歌聲更有感情，能唱進別人心理,表達;魅力;情感;療癒
希望我的小說投稿能被編輯看見,事業;開運;心想事成;貴人
覺得自己總是想太多，腦袋像個轉不停的陀螺，好累,抗焦慮;舒壓;靜心;平靜;療癒
希望能改善長期姿勢不良的問題，讓體態更好,健康;魅力;自信
想讓自己的思路更清晰，寫企劃案不再卡關,清晰;邏輯;專注;表達;智慧
希望我的戀情能穩定下來，不要再吵吵鬧鬧,愛情;姻緣;情感守護;安心;穩定情緒
覺得自己最近賽到爆，需要去廟裡走走轉運,開運;辟邪;消除負能量;保平安
想讓自己的理財技巧更成熟，為退休做準備,財富;聚財;穩財;智慧;決斷
希望能提升自己的藝術鑑賞力，而不只是跟風看展,智慧;魅力;學習
想讓自己的內心更強大，不被他人的言語輕易擊垮,保護;穩定情緒;勇氣;安心;自信
希望我陽台的多肉植物能安全度夏,生命力;療癒;保平安
覺得自己很需要安全感，對未知感到恐懼,保護;安心;穩定情緒;抗焦慮
想讓自己的文案更犀利，一針見血,口才;表達;事業;招財;創意;智慧
希望我的伴侶事業能順利，我會當他最強的後盾,事業;開運;財運;情感守護;愛情
覺得生活缺少激情，每天都像複製貼上,熱情;活力;生命力;創意
希望能更了解自己的天賦，找到真正想做的事,智慧;直覺;洞察力;悟性;事業;熱情
想讓自己的穿搭更有質感，擺脫廉價感,魅力;自信
希望我的家庭能成為我溫暖的港灣，而不是戰場,家庭;情感守護;協調;安心;溝通
想訓練我的狗狗學會不要亂咬家具,溝通;協調;智慧;寵物
覺得自己很平凡，想在某個領域成為大神,自信;魅力;智慧;創意;事業;突破
希望能帶領團隊完成這個不可能的任務，讓大家跌破眼鏡,事業;升遷;人際;自信;勇氣;開運
想讓臥室的磁場更安穩，每天都能睡個好覺,穩定磁場;淨化;助眠;睡眠;安心
希望我的影片能上YT發燒，被更多人看見,人氣;事業;開運
覺得自己衰事連連，連走路都會被鳥屎滴到，想轉運,開運;辟邪;消除負能量
想讓自己的心更柔軟，能同理他人的喜怒哀樂,療癒;平靜;人際;智慧;悟性
希望能勇敢辭職去追夢，不再為別人工作,勇氣;勇敢;決斷;事業;財富
想讓自己的身材更結實，更有力量感，夏天想去海邊,健康;魅力;自信;活力
希望我關心的人都能遠離災厄，平安喜樂,保平安;健康;情感守護;安心
覺得自己一直卡在現在的職位，不上不下，需要突破,事業;勇氣;開運;升遷
想讓自己的氣色由內而外散發光芒，不用靠濾鏡,健康;血液循環;魅力;女性調理
希望能學會剪輯短影音，跟上時代潮流,智慧;事業;學習;創意;表達
想讓自己的心靈大掃除，走出過去的陰影，迎接陽光,療癒;舒壓;平靜;消除負能量;正能量;放下
希望我的餐廳能成為大家願意一再回訪的愛店,人氣;事業;招財
覺得自己反應總比別人慢半拍，想讓思緒更敏捷,清晰;智慧;邏輯
想讓自己的感情生活更多采多姿，認識不同類型的人,愛情;桃花;人緣桃花;社交
希望能安胎，讓寶寶順利來到這個世界上,好孕;生育力;保平安;健康;安心
想讓自己的人生更有規劃，不再渾渾噩噩，隨波逐流,事業;決斷;智慧;專注;清晰
希望我的原生家庭能理解我的選擇，不要再用愛來綁架我,家庭;溝通;協調;情感守護;療癒;舒壓
覺得自己有社交障礙，一到人多的地方就想隱形,社交;人際;勇氣;自信;抗焦慮
想讓我的小說情節更引人入勝，更有深度，讓人想一看再看,智慧;靈感;表達;創意;悟性
希望能提升自己的抗壓性，心態不要那麼容易崩盤,抗焦慮;舒壓;穩定情緒;勇氣;保護
想把家裡佈置得更有設計感，更有自己的風格,創意;魅力;家庭
希望我許下的生日願望都能實現,開運;保平安;心想事成
覺得自己的聲音太小，說話沒底氣，想增加說話的份量和自信,自信;口才;表達;勇氣
想讓愛情保持新鮮感，不要變成左手牽右手，索然無味,愛情;情感守護;熱情;創意
希望能中一次刮刮樂頭獎，請全家出國玩,偏財;開運;財運;財富;家庭
想讓自己的判斷更準確，不再輕易被騙或被帶風向,洞察力;直覺;智慧;理性;保護
覺得自己很容易胡思亂想，腦袋停不下來，需要靜下來,靜心;專注;平靜;抗焦慮;舒壓
希望能改善睡眠品質，不再整夜翻來覆去，一覺到天亮,睡眠;助眠;安神;療癒;身心平衡
想讓自己的手作商品更有溫度和故事，能感動人心,創意;療癒;表達;靈感;魅力
希望我的努力能被老闆看見並獲得加薪,事業;自信;貴人;升遷;招財
覺得自己很糟糕，充滿自我否定，需要被愛與肯定,自信;療癒;正能量;身心平衡;愛情

年底要打考績了，希望能有好結果，不然年終獎金就泡湯了,事業;升遷;開運;貴人;財富
跟另一半進入冷靜期，不知道該怎麼辦，很怕這就是分手的預兆,愛情;情感守護;溝通;協調;智慧
曖昧對象忽冷忽熱的，搞得我好亂，每天都在分析他的訊息,愛情;桃花;洞察力;穩定情緒;安心
準備要見對方家長了，希望能留下好印象，不要失言或尷尬,愛情;姻緣;保平安;溝通;魅力
這個月帳單有點多，手頭有點緊，看來要開始吃土了,招財;財運;聚財;抗焦慮
最近股市一片綠，我的資產大縮水，心痛到無法呼吸,財富;穩財;開運;療癒;舒壓
一個人搬到新的城市，還不太適應，晚上都不敢關燈睡,勇氣;人際;社交;安心;保護
最近天氣變化大，一直打噴嚏，感覺快感冒了，但又沒時間去看醫生,健康;免疫力;事業
每天都覺得睡不飽，精神很差，懷疑自己是不是肝功能出了問題,睡眠;助眠;健康;活力
我的提案又被老闆駁回了，有點受挫，開始懷疑自己的能力是不是不夠,自信;療癒;事業;溝通;舒壓
團隊裡有人一直在擺爛，影響進度，該怎麼溝通才能讓他動起來？,事業;人際;防小人;協調;溝通
剛提交了辭職信，對未來既期待又怕受傷害，希望下份工作會更好,事業;勇氣;開運;抗焦慮;安心
下個月要自己一個人出國旅行，需要注意什麼？有點興奮又有點緊張,勇氣;保平安;開運;社交;休閒
最近吃得太油膩，身體感覺很有負擔，想來個體內大掃除,健康;新陳代謝;淨化;療癒
跟朋友因為小事產生了誤會，不知道如何開口道歉，怕失去這個朋友,溝通;協調;人際;情感守護
家裡的貓咪好像有點憂鬱，沒什麼活力，是生病了嗎？好擔心,寵物;療癒;健康;活力;安心
剛買的電腦就壞了，為什麼我運氣這麼差？是不是該去拜拜,開運;消除負能量;辟邪;療癒
要怎麼準備一場重要的演講，才能清晰又有說服力？超怕上台腦袋空白,口才;表達;專注;自信;智慧
發現另一半的前任還在聯絡他，心裡很不舒服，不知道該不該攤牌,愛情;情感守護;保護;安心;溝通
房東突然說要漲房租，經濟壓力變大了，又要開始找房子了,財富;招財;舒壓;抗焦慮;家庭
最近迷上了健身，希望能練出好身材，夏天才能穿上好看的衣服,健康;魅力;自信;決斷
晚上總是想東-西，腦袋停不下來，怎麼辦？,靜心;平靜;助眠;睡眠;抗焦慮
要代表公司去跟客戶談判，希望能順利簽約，拿下這個大案子,事業;口才;溝通;開運;自信
覺得自己一直在原地踏步，沒有進步，該如何突破？,事業;突破;勇氣;學習;智慧
家裡的東西越堆越多，如何才能有效斷捨離？,淨化;決斷;智慧
最近追的CP終於發糖了，心情超好，感覺又能多活幾天,正能量;愛情;放鬆;療癒
為了存錢買房，每天都省吃儉用，覺得好累，但為了目標只能忍耐,聚財;穩財;財富;決斷;舒壓
跟風投資虛擬貨幣，結果慘賠，還有機會回本嗎？,財富;保護;療癒;決斷;開運
好朋友要結婚了，為他開心，但自己還是單身，有點寂寞,愛情;桃花;姻緣;療癒;人緣
熬夜趕報告，隔天精神不濟，效率很差，惡性循環,健康;專注;效率;睡眠
新來的同事好像不太好相處，該怎麼辦？怕被排擠,人際;社交;保護;溝通;協調
覺得自己該運動了，但就是懶得動，如何提升動力？,勇氣;決斷;健康;活力;熱情
在群體中總是插不上話，感覺自己很多餘，是不是我太無趣了,社交;自信;表達;人際;療癒
最近對所有事情都提不起勁，很厭世，怎麼辦？,療癒;熱情;活力;正能量;消除負能量
另一半的手機訊息都很神秘，讓我很懷疑，該不該問？,洞察力;直覺;情感守護;安心;決斷
家裡養的植物枯萎了，有點難過，覺得自己連植物都養不好,療癒;生命力
最近常常忘東忘西，腦袋不管用了，是健康出問題嗎？,記憶力;專注;清晰;健康
跟曖昧對象聊天，他回覆得好慢，是不是對我沒興趣？,愛情;桃花;穩定情緒;抗焦慮;洞察力
老闆交辦的任務超出我的能力範圍，我該接受嗎？怕搞砸了會被罵,事業;勇氣;智慧;貴人;決斷
每天都在開會，根本沒時間做正事，如何提升工作效率？,事業;效率;舒壓;溝通
想趁年輕去打工度假，體驗不同生活，但家人反對，覺得很煩,勇氣;開運;事業;學習;家庭;溝通
最近消化不良，腸胃很不舒服，整個人都沒胃口,健康;新陳代謝
跟最好的朋友因為金錢產生了糾紛，還有機會和好嗎？友情好脆弱,人際;協調;財富;情感守護;療癒
要上台報告，我的PPT做得好醜，很焦慮，怕被同學笑,事業;創意;自信;抗焦慮;表達
家裡附近開了一間新的健身房，有點心動，但怕自己三分鐘熱度,健康;決斷;勇氣
晚上睡覺時，腿很容易抽筋，是為什麼？,健康;血液循環
想學一種新樂器，但不知道該選哪個，有推薦嗎？,學習;智慧;決斷;創意
最近看了一部電影，後勁好強，一直出不來，怎麼辦？,療癒;平靜;穩定情緒;放下
跟另一半的價值觀差異越來越大，還能走下去嗎？,愛情;情感守護;溝通;協調;智慧
在考慮要不要養第二隻貓，怕牠們處不來，也怕荷包撐不住,決斷;家庭;寵物;協調;財富
覺得自己的生活圈太小，認識不到新的人，有什麼方法嗎？,社交;人際;人緣;愛情;桃花
每天通勤時間好長，覺得生命都浪費掉了，很想換個離家近的工作,事業;健康;舒壓;活力;療癒
看到前任過得比我好，心裡酸酸的，該如何調適？,療癒;放下;正能量;自信;平靜
要跟客戶提案，希望能一舉成功，拿下今年的大訂單,事業;開運;自信;口才;表達
剛出社會，薪水好低，存不到錢，怎麼辦？,事業;財富;招財;聚財;智慧
最近有換工作的念頭，但又怕找不到更好的，一直猶豫不決,事業;決斷;勇氣;開運
覺得自己很容易被人影響，沒有主見，該如何改善？,自信;決斷;保護;智慧
晚上睡覺磨牙很嚴重，是壓力太大嗎？,睡眠;助眠;健康;舒壓;抗焦慮
要參加一場重要的晚宴，如何提升自己的氣場？,魅力;自信;社交;人氣
部門要重組了，未來充滿不確定性，感到很不安,事業;保護;安心;開運;穩定情緒
另一半的異性朋友太多，讓我很沒安全感，該怎麼溝-通？,愛情;情感守護;保護;安心;溝通
最近掉髮有點嚴重，很怕禿頭，怎麼辦？,健康;療癒;抗焦慮;身心平衡
跟朋友合夥創業，怕會因為錢傷感情，要先約法三章嗎,事業;人際;財富;協調;保護
鄰居半夜很吵，影響到我的睡眠，該去抗議嗎？,睡眠;助眠;保護;溝通;勇氣
希望能提升自己的時尚品味，要從何開始？,魅力;自信;學習;智慧
剛升職，還不太會管理下屬，有什麼訣竅嗎？,事業;升遷;智慧;人際;溝通
在網路上跟人吵架，吵完心情很差，如何消除負能量？,穩定情緒;消除負能量;舒壓;溝通;淨化
最近很常做惡夢，睡得很不安穩，怎麼辦？,睡眠;助眠;保護;安神;辟邪
要跟一個很重要的客戶開會，希望能溝通順暢，不要出包,溝通;事業;口才;保平安
新買的股票一直漲，好開心，但又怕它跌下來,財運;招財;財富;開運;安心
覺得自己的體力越來越差，是不是該運動了？,健康;活力;生命力;決斷
跟另一半的紀念日快到了，不知道該送什麼禮物，好煩惱,愛情;創意;智慧;情感守護
被老闆當眾指責，覺得很沒面子，心情很差,事業;療癒;自信;保護;舒壓
最近天氣太熱，整個人都懶洋洋的，提不起勁,活力;熱情;健康;舒壓
想規劃一趟家庭旅遊，讓大家放鬆一下，但意見好多，好難喬,家庭;放鬆;情感守護;協調;溝通
覺得自己缺乏幽默感，在群體裡很無趣，怎麼辦？,社交;魅力;人氣;自信;學習
要參加朋友的婚禮，擔心被問感情狀況，該怎麼應對？,愛情;桃花;社交;保護;溝通
最近很常斷線，網路一直不穩，是不是該換一家？,開運;決斷
孩子要上學了，擔心他無法適應新環境，會不會被欺負,家庭;情感守護;保護;安心
覺得自己在這段關係裡付出比較多，有點不平衡，該怎麼辦,愛情;情感守護;療癒;身心平衡;溝通
最近很想吃垃圾食物，但又怕胖，內心天人交戰,健康;決斷;勇氣;身心平衡
要搬家了，整理東西好麻煩，有沒有輕鬆整理的方法？,淨化;決斷;效率;智慧
我希望能提升自己的口語表達能力，不再害怕公開發言,口才;表達;自信;勇氣;溝通
我希望自己的生活更有目標，不再過一天算一天,事業;智慧;決斷;熱情;活力
我希望跟曖昧對象約會時，氣氛可以不要那麼尷尬,愛情;桃花;社交;溝通;魅力
我希望最近的皮膚狀況能改善，不要一直長痘痘,健康;女性調理;療癒;自信
我希望能成為一個自律的人，不再拖延，把事情都做好,決斷;勇氣;專注;健康
我想要在工作上更有創意，提出讓人驚豔的點子,創意;靈感;事業;智慧
我想要一段健康的戀愛關係，互相成長，而不是互相消耗,愛情;情感守護;身心平衡;智慧
我希望能提升自己的財運，讓生活更寬裕，不用再為錢煩惱,財運;招財;財富;開運
我希望我的家人都能身體健康，平平安安,健康;保平安;家庭;情感守護
我希望能更有勇氣面對過去的創傷，真正地走出來,勇氣;療癒;放下;保護
我想要提升自己的專注力，不再輕易分心，把書念好,專注;靜心;效率
我希望能守護我的愛情，不受外界誘惑影響，長長久久,情感守護;愛情;保護;信心
我想要提升自己的人緣，擁有更多真心的朋友,人緣;人際;社交
我希望能找到一份讓我充滿熱情的工作，每天都期待上班,事業;熱情;活力;開運
